query_path,nearest_ref_path,nn_lpips
dataset_v3_patches/train/Cable/__JH2022-3_1654909471245_y219_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-3_1654909471245_y146_aug1.jpg,0.033706
dataset_v3_patches/train/Cable/__JH2022-3_1654909471245_y292.jpg,dataset_v3_patches/train/Cable/__JH2022-3_1654909471245_y294_aug2.jpg,0.008306
dataset_v3_patches/train/Cable/__JH2022-3_1654909471245_y292_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-3_1654909471245_y294_aug2.jpg,0.016738
dataset_v3_patches/train/Cable/__JH2022-3_1654909471245_y294_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-3_1654909471245_y292.jpg,0.008306
dataset_v3_patches/train/Cable/__JH2022-4_1654910592467_y000_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-4_1654910592467_y073_aug2.jpg,0.097066
dataset_v3_patches/train/Cable/__JH2022-4_1654910592467_y073_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-4_1654910592467_y073_aug2.jpg,0.047164
dataset_v3_patches/train/Cable/__JH2022-4_1654910592467_y073_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-4_1654910592467_y073_aug1.jpg,0.047164
dataset_v3_patches/train/Cable/__JH2022-4_1654910592467_y146.jpg,dataset_v3_patches/train/Cable/__JH2022-4_1654910592467_y146_aug2.jpg,0.046595
dataset_v3_patches/train/Cable/__JH2022-4_1654910592467_y146_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-4_1654910592467_y146.jpg,0.046595
dataset_v3_patches/train/Cable/__JH2022-4_1654910592467_y219.jpg,dataset_v3_patches/train/Cable/__JH2022-4_1654910592467_y294_aug1.jpg,0.061206
dataset_v3_patches/train/Cable/__JH2022-4_1654910592467_y292_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-4_1654910592467_y294_aug1.jpg,0.059606
dataset_v3_patches/train/Cable/__JH2022-4_1654910592467_y292_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-4_1654910592467_y292_aug1.jpg,0.082275
dataset_v3_patches/train/Cable/__JH2022-4_1654910592467_y294_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-4_1654910592467_y292_aug1.jpg,0.059606
dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y000.jpg,dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y000_aug1.jpg,0.023830
dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y000_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y000.jpg,0.023830
